TimeStamp,Attribute,Value
8/16/10 7:37,precipitation,0
8/16/10 7:39,PRES,1008
8/16/10 7:43,PRES,1008
8/16/10 7:56,DEWP,16
8/16/10 8:00,Iws,3.13
8/16/10 8:10,PRES,1008
8/16/10 8:35,HUMI,48
8/16/10 8:35,TEMP,26
8/16/10 8:48,PRES,1008
8/16/10 8:50,Iprec,0
8/16/10 8:54,HUMI,50
8/16/10 8:57,HUMI,37
8/16/10 9:00,HUMI,40
8/16/10 9:01,DEWP,15
8/16/10 9:24,PRES,1008
8/16/10 9:31,cbwd,NE
8/16/10 9:35,Iprec,0
8/16/10 9:36,DEWP,15
8/16/10 9:51,cbwd,cv
8/16/10 10:00,Iws,1.78
8/16/10 10:03,TEMP,31
8/16/10 10:03,Iws,0.89
8/16/10 10:07,TEMP,31
8/16/10 10:32,precipitation,0
8/16/10 10:58,TEMP,33
8/16/10 10:59,Iprec,0
8/16/10 11:07,Iws,3.57
8/16/10 11:09,PRES,1007
8/16/10 11:32,cbwd,cv
8/16/10 11:33,precipitation,0
8/16/10 11:58,cbwd,cv
8/16/10 12:11,DEWP,16
8/16/10 12:15,cbwd,SE
8/16/10 13:03,Iprec,0
8/16/10 13:08,PM_USPost,112
8/16/10 13:08,precipitation,0
8/16/10 13:12,PRES,1006
8/16/10 13:24,HUMI,36
8/16/10 13:38,Iprec,0
8/16/10 13:53,DEWP,16
8/16/10 14:08,Iws,8.04
8/16/10 14:52,TEMP,34
8/16/10 15:09,HUMI,28
8/16/10 15:14,cbwd,SE
8/16/10 15:14,HUMI,32
8/16/10 15:28,precipitation,0
8/16/10 15:29,TEMP,35
8/16/10 15:37,HUMI,28
8/16/10 15:41,TEMP,35
8/16/10 15:41,Iws,12.96
8/16/10 15:50,HUMI,33
8/16/10 15:52,DEWP,14
8/16/10 15:57,Iprec,0
8/16/10 16:10,PM_USPost,69
8/16/10 16:17,PRES,1005
8/16/10 16:21,precipitation,0
8/16/10 16:28,precipitation,0
8/16/10 16:37,Iprec,0
8/16/10 16:38,PM_USPost,68
8/16/10 16:42,DEWP,14
8/16/10 16:43,DEWP,17
8/16/10 16:49,precipitation,0
8/16/10 16:57,TEMP,33
8/16/10 17:04,Iws,17.88
8/16/10 17:07,precipitation,0
8/16/10 17:08,cbwd,SE
8/16/10 17:08,Iws,25.92
8/16/10 17:30,DEWP,15
8/16/10 17:30,Iprec,0
8/16/10 17:33,PRES,1005
8/16/10 17:46,cbwd,SE
8/16/10 18:03,HUMI,40
8/16/10 18:14,TEMP,32
8/16/10 18:24,DEWP,15
8/16/10 18:30,DEWP,15
8/16/10 18:35,PRES,1005
8/16/10 18:38,PM_USPost,45
8/16/10 18:39,cbwd,SE
8/16/10 18:48,PRES,1007
8/16/10 18:52,Iprec,0
8/16/10 19:06,HUMI,40
8/16/10 19:07,PRES,1006
8/16/10 19:24,Iws,29.94
8/16/10 19:26,precipitation,0
8/16/10 19:27,TEMP,30
8/16/10 19:45,PRES,1005
8/16/10 19:50,DEWP,15
8/16/10 19:53,Iws,21.9
8/16/10 19:54,precipitation,0
8/16/10 20:10,cbwd,SE
8/16/10 20:13,Iprec,0
8/16/10 20:24,PM_USPost,68
8/16/10 20:33,HUMI,51
8/16/10 20:34,PRES,1007
8/16/10 21:07,PM_USPost,92
8/16/10 21:21,Iws,33.96
8/16/10 21:23,PM_USPost,68
8/16/10 21:39,PRES,1007
8/16/10 21:48,Iprec,0
8/16/10 22:05,PRES,1008
8/16/10 22:07,TEMP,29
8/16/10 22:10,HUMI,45
8/16/10 22:10,cbwd,SE
8/16/10 22:39,TEMP,28
8/16/10 22:48,cbwd,SE
8/16/10 22:49,PM_USPost,79
8/16/10 23:06,precipitation,0
8/16/10 23:14,Iws,37.09
8/16/10 23:20,PM_USPost,81
8/16/10 23:28,Iprec,0
8/16/10 23:55,HUMI,61
8/16/10 23:55,DEWP,17
8/16/10 23:57,TEMP,24
8/17/10 0:09,Iprec,0
8/17/10 0:15,precipitation,0
8/17/10 0:16,Iws,42.46
8/17/10 0:23,TEMP,23
8/17/10 0:42,precipitation,0
8/17/10 0:50,Iws,40.67
8/17/10 1:07,precipitation,0
8/17/10 1:15,PRES,1007
8/17/10 1:20,TEMP,23
8/17/10 1:22,Iws,46.04
8/17/10 1:28,cbwd,SE
8/17/10 1:28,PRES,1008
8/17/10 1:35,PM_USPost,140
8/17/10 1:48,TEMP,26
8/17/10 1:51,Iprec,0
8/17/10 1:52,cbwd,SE
8/17/10 2:01,precipitation,0
8/17/10 2:06,precipitation,0
8/17/10 2:09,HUMI,78
8/17/10 2:32,PM_USPost,97
8/17/10 2:33,DEWP,19
8/17/10 2:43,Iprec,0
8/17/10 2:49,cbwd,SE
8/17/10 3:18,Iws,47.83
8/17/10 3:20,Iws,44.25
8/17/10 3:23,Iprec,0
8/17/10 3:33,PRES,1007
8/17/10 3:41,HUMI,83
8/17/10 4:14,Iprec,0
8/17/10 4:27,DEWP,19
8/17/10 4:30,cbwd,SE
8/17/10 4:35,HUMI,78
8/17/10 4:45,DEWP,19
8/17/10 4:54,HUMI,83
8/17/10 5:03,TEMP,22
8/17/10 5:05,PRES,1008
8/17/10 5:07,cbwd,cv
8/17/10 5:09,DEWP,20
8/17/10 5:32,PM_USPost,182
8/17/10 5:46,cbwd,cv
8/17/10 6:00,TEMP,22
8/17/10 6:04,Iprec,0
8/17/10 6:25,HUMI,78
8/17/10 6:33,PRES,1009
8/17/10 6:47,TEMP,26
8/17/10 6:54,PRES,1009
8/17/10 7:04,Iws,2.67
8/17/10 7:04,Iws,1.78
8/17/10 7:08,Iprec,0
8/17/10 7:10,HUMI,61
8/17/10 7:10,cbwd,SE
8/17/10 7:13,DEWP,21
8/17/10 7:26,HUMI,73
8/17/10 7:43,PM_USPost,188
8/17/10 7:48,PRES,1009
8/17/10 8:12,precipitation,0
8/17/10 8:17,cbwd,SE
8/17/10 8:37,DEWP,20
8/17/10 8:42,TEMP,28
8/17/10 8:42,HUMI,62
8/17/10 9:00,Iws,14.31
8/17/10 9:01,precipitation,0
8/17/10 9:02,Iprec,0
8/17/10 9:10,precipitation,0
8/17/10 9:20,DEWP,19
8/17/10 9:20,PM_USPost,174
8/17/10 9:27,PM_USPost,194
8/17/10 9:30,TEMP,29
8/17/10 9:32,Iws,6.26
8/17/10 9:40,PRES,1008
8/17/10 9:52,PRES,1009
8/17/10 10:02,Iws,9.39
8/17/10 10:21,Iprec,0
8/17/10 10:25,PRES,1009
8/17/10 10:32,cbwd,SE
8/17/10 11:03,PM_USPost,173
8/17/10 11:20,HUMI,38
8/17/10 11:20,precipitation,0
8/17/10 11:25,Iws,25.04
8/17/10 11:26,Iprec,0
8/17/10 11:34,TEMP,31
8/17/10 11:37,HUMI,48
8/17/10 11:45,PM_USPost,121
8/17/10 11:46,DEWP,21
8/17/10 12:03,HUMI,38
8/17/10 12:08,precipitation,0
8/17/10 12:34,Iws,20.12
8/17/10 12:46,cbwd,SE
8/17/10 12:47,Iprec,0
8/17/10 12:48,DEWP,17
8/17/10 13:00,PM_USPost,118
8/17/10 13:05,TEMP,33
8/17/10 13:06,PRES,1008
8/17/10 13:18,PM_USPost,125
8/17/10 13:23,precipitation,0
8/17/10 13:38,PRES,1007
8/17/10 13:46,precipitation,0
8/17/10 13:49,DEWP,16
8/17/10 14:12,Iprec,0
8/17/10 14:26,PRES,1008
8/17/10 14:31,HUMI,40
8/17/10 14:37,cbwd,SE
8/17/10 14:41,DEWP,17
8/17/10 14:53,HUMI,36
8/17/10 15:16,DEWP,17
8/17/10 15:48,TEMP,33
8/17/10 15:51,cbwd,SE
8/17/10 16:10,Iprec,0
8/17/10 16:20,cbwd,SE
8/17/10 16:25,Iprec,0
8/17/10 16:25,precipitation,0
8/17/10 16:32,TEMP,32
8/17/10 16:37,Iws,41.58
8/17/10 16:41,precipitation,0
8/17/10 16:45,PRES,1006
8/17/10 16:55,Iws,36.66
8/17/10 17:30,Iprec,0
8/17/10 17:33,PM_USPost,123
8/17/10 17:47,Iws,52.31
8/17/10 17:53,HUMI,43
8/17/10 18:00,PRES,1006
8/17/10 18:08,precipitation,0
8/17/10 18:14,precipitation,0
8/17/10 18:29,DEWP,18
8/17/10 18:40,Iprec,0
8/17/10 18:40,cbwd,SE
8/17/10 18:48,PM_USPost,152
8/17/10 18:55,TEMP,28
8/17/10 18:58,cbwd,SE
8/17/10 19:15,DEWP,18
8/17/10 19:22,DEWP,17
8/17/10 19:27,TEMP,30
8/17/10 19:28,Iprec,0
8/17/10 19:32,precipitation,0
8/17/10 19:34,TEMP,27
8/17/10 19:46,TEMP,31
8/17/10 19:54,PM_USPost,145
8/17/10 20:04,Iprec,0
8/17/10 20:05,cbwd,SE
8/17/10 20:07,PM_USPost,156
8/17/10 20:15,precipitation,0
8/17/10 20:18,HUMI,54
8/17/10 20:22,PRES,1008
8/17/10 20:36,DEWP,19
8/17/10 20:37,PM_USPost,144
8/17/10 20:45,Iws,59.46
8/17/10 21:03,DEWP,19
8/17/10 21:35,Iprec,0
8/17/10 21:48,Iprec,0
8/17/10 21:52,PRES,1009
8/17/10 21:57,TEMP,26
8/17/10 22:13,cbwd,SE
8/17/10 22:15,precipitation,0
8/17/10 22:31,Iws,67.51
8/17/10 22:31,HUMI,61
8/17/10 22:39,PRES,1008
8/17/10 22:47,HUMI,78
8/17/10 23:03,TEMP,25
8/17/10 23:09,cbwd,SE
8/17/10 23:15,PM_USPost,171
8/17/10 23:25,Iws,65.72
8/17/10 23:35,Iprec,0
8/17/10 23:44,PM_USPost,199
8/17/10 23:54,TEMP,25
8/17/10 23:54,DEWP,21
8/17/10 23:56,Iws,71.09
8/17/10 23:57,HUMI,65
8/18/10 0:00,DEWP,22
8/18/10 0:03,PRES,1009
8/18/10 0:11,cbwd,SE
8/18/10 0:23,Iprec,0
8/18/10 0:40,PRES,1009
8/18/10 0:44,HUMI,83
8/18/10 1:06,Iprec,0
8/18/10 1:06,Iws,69.3
8/18/10 1:08,PM_USPost,300
8/18/10 1:16,DEWP,22
8/18/10 1:20,Iws,76.01
8/18/10 1:29,PM_USPost,249
8/18/10 1:53,precipitation,0
8/18/10 1:57,PRES,1009
8/18/10 2:10,HUMI,88
8/18/10 2:26,TEMP,24
8/18/10 2:37,PRES,1009
8/18/10 2:43,HUMI,88
8/18/10 2:43,TEMP,24
8/18/10 3:03,Iprec,0
8/18/10 3:03,Iws,79.14
8/18/10 3:07,Iprec,0
8/18/10 3:15,DEWP,22
8/18/10 3:20,TEMP,24
8/18/10 3:46,precipitation,0
8/18/10 3:50,precipitation,0
8/18/10 3:54,DEWP,22
8/18/10 4:07,PM_USPost,318
8/18/10 4:07,HUMI,88
8/18/10 4:14,HUMI,88
8/18/10 4:15,cbwd,SE
8/18/10 4:21,Iws,84.06
8/18/10 4:22,DEWP,22
8/18/10 4:38,precipitation,0
8/18/10 4:40,PM_USPost,337
8/18/10 4:49,PM_USPost,281
8/18/10 4:52,PRES,1009
8/18/10 4:53,cbwd,SE
8/18/10 5:07,precipitation,0
8/18/10 5:24,DEWP,22
8/18/10 5:27,cbwd,SE
8/18/10 5:28,PRES,1009
8/18/10 5:34,Iws,87.19
8/18/10 5:36,TEMP,25
8/18/10 5:54,HUMI,88
8/18/10 6:00,TEMP,24
8/18/10 6:11,precipitation,0
8/18/10 6:22,TEMP,24
8/18/10 6:24,PM_USPost,311
8/18/10 6:46,PM_USPost,326
8/18/10 6:46,Iws,80.93
8/18/10 7:00,PRES,1010
8/18/10 7:21,TEMP,27
8/18/10 7:25,DEWP,23
8/18/10 7:36,precipitation,0
8/18/10 7:39,Iprec,0
8/18/10 7:46,Iprec,0
8/18/10 7:48,precipitation,0
8/18/10 7:58,HUMI,83
8/18/10 7:59,PM_USPost,312
8/18/10 8:03,DEWP,23
8/18/10 8:12,TEMP,26
8/18/10 8:12,cbwd,SE
8/18/10 8:13,HUMI,88
8/18/10 8:29,PRES,1011
8/18/10 8:52,cbwd,SE
8/18/10 8:54,cbwd,SE
8/18/10 9:21,HUMI,78
8/18/10 9:36,Iws,90.32
8/18/10 9:38,Iws,95.24
8/18/10 9:56,Iprec,0
8/18/10 10:00,precipitation,0
8/18/10 10:09,Iprec,0
8/18/10 10:13,PM_USPost,291
8/18/10 10:14,HUMI,78
8/18/10 10:17,PRES,1011
8/18/10 10:37,DEWP,23
8/18/10 10:39,cbwd,SE
8/18/10 10:47,cbwd,SE
8/18/10 10:58,Iws,93.45
8/18/10 11:01,PM_USPost,283
8/18/10 11:30,HUMI,74
8/18/10 11:30,precipitation,0
8/18/10 11:44,Iprec,0
8/18/10 11:57,PRES,1011
8/18/10 11:57,cbwd,SE
8/18/10 12:06,PM_USPost,237
8/18/10 12:14,Iprec,0
8/18/10 12:32,TEMP,28
8/18/10 12:48,PM_USPost,309
8/18/10 12:52,Iprec,0
8/18/10 12:53,DEWP,23
8/18/10 13:12,PRES,1011
8/18/10 13:21,TEMP,28
8/18/10 13:35,precipitation,0
8/18/10 13:42,Iprec,0
8/18/10 13:48,Iws,1.79
8/18/10 13:55,TEMP,28
8/18/10 14:05,TEMP,28
8/18/10 14:28,Iws,6.71
8/18/10 14:34,DEWP,23
8/18/10 14:41,PRES,1010
8/18/10 14:42,Iws,3.58
8/18/10 14:45,HUMI,74
8/18/10 15:21,PRES,1010
8/18/10 15:24,precipitation,0
8/18/10 15:29,Iws,8.5
8/18/10 15:32,cbwd,SE
8/18/10 15:37,Iprec,0.1
8/18/10 15:46,cbwd,SE
8/18/10 15:58,precipitation,0
8/18/10 15:58,DEWP,24
8/18/10 16:06,PM_USPost,140
8/18/10 16:19,TEMP,27
8/18/10 16:21,Iprec,1.9
8/18/10 16:26,DEWP,24
8/18/10 16:31,Iws,10.29
8/18/10 16:32,precipitation,1.8
8/18/10 16:34,DEWP,23
8/18/10 16:43,HUMI,83
8/18/10 16:45,PRES,1010
8/18/10 17:03,PRES,1010
8/18/10 17:04,DEWP,23
8/18/10 17:16,Iws,14.76
8/18/10 17:16,HUMI,83
8/18/10 17:18,Iprec,0
8/18/10 17:20,precipitation,0.1
8/18/10 17:22,TEMP,25
8/18/10 17:25,Iws,12.08
8/18/10 17:27,PM_USPost,173
8/18/10 17:36,PM_USPost,140
8/18/10 17:44,cbwd,SE
8/18/10 17:45,PM_USPost,152
8/18/10 17:46,PRES,1010
8/18/10 17:56,cbwd,SE
8/18/10 17:56,HUMI,88
8/18/10 18:07,DEWP,23
8/18/10 18:59,PM_USPost,136
8/18/10 18:59,HUMI,94
8/18/10 19:02,cbwd,NW
8/18/10 19:06,PRES,1010
8/18/10 19:15,PRES,1011
8/18/10 19:17,TEMP,27
8/18/10 19:21,precipitation,2.8
8/18/10 19:22,Iprec,12.8
8/18/10 19:29,cbwd,SE
8/18/10 19:35,HUMI,83
8/18/10 19:42,PM_USPost,90
8/18/10 19:57,Iws,12.97
8/18/10 20:00,PRES,1012
8/18/10 20:01,Iprec,2.3
8/18/10 20:04,HUMI,83
8/18/10 20:06,precipitation,0.4
8/18/10 20:07,precipitation,7.7
8/18/10 20:10,PM_USPost,103
8/18/10 20:16,Iprec,10
8/18/10 20:21,cbwd,cv
8/18/10 20:32,Iws,1.79
8/18/10 20:35,TEMP,24
8/18/10 20:54,DEWP,22
8/18/10 20:55,cbwd,NW
8/18/10 21:29,TEMP,24
8/18/10 21:52,TEMP,22
8/18/10 22:20,Iws,10.28
8/18/10 22:32,Iprec,16.4
8/18/10 22:34,HUMI,88
8/18/10 22:54,DEWP,19
8/18/10 22:55,HUMI,88
8/18/10 23:23,Iprec,26.5
8/18/10 23:23,PM_USPost,106
8/18/10 23:33,cbwd,NW
8/18/10 23:40,Iws,6.26
8/18/10 23:45,precipitation,3.6
8/19/10 0:05,PRES,1011
8/19/10 0:07,cbwd,NW
8/19/10 0:08,TEMP,22
8/19/10 0:11,cbwd,cv
8/19/10 0:12,DEWP,21
8/19/10 0:13,DEWP,20
8/19/10 0:23,precipitation,4
8/19/10 0:32,Iprec,28.7
8/19/10 0:34,TEMP,22
8/19/10 0:35,PRES,1011
8/19/10 0:39,precipitation,2.2
8/19/10 0:46,HUMI,88
8/19/10 0:47,TEMP,22
8/19/10 0:58,Iprec,23.4
8/19/10 1:05,Iws,14.3
8/19/10 1:08,HUMI,88
8/19/10 1:16,PRES,1011
8/19/10 1:25,precipitation,3.1
8/19/10 1:32,Iprec,28.9
8/19/10 1:38,precipitation,3
8/19/10 1:38,Iws,1.79
8/19/10 1:55,HUMI,94
8/19/10 2:22,precipitation,0.2
8/19/10 2:33,PM_USPost,85
8/19/10 2:34,PM_USPost,89
8/19/10 2:36,HUMI,94
8/19/10 2:36,DEWP,20
8/19/10 3:07,DEWP,21
8/19/10 3:12,PM_USPost,88
8/19/10 3:13,cbwd,NW
8/19/10 3:20,precipitation,0
8/19/10 3:30,TEMP,22
8/19/10 3:42,cbwd,NW
8/19/10 3:46,TEMP,22
8/19/10 3:57,PRES,1010
8/19/10 3:59,PM_USPost,97
8/19/10 4:00,HUMI,94
8/19/10 4:06,DEWP,21
8/19/10 4:07,precipitation,0
8/19/10 4:12,Iws,3.58
8/19/10 4:15,precipitation,0
8/19/10 4:15,HUMI,94
8/19/10 4:31,TEMP,22
8/19/10 4:32,PM_USPost,84
8/19/10 4:33,Iws,6.71
8/19/10 4:59,DEWP,21
8/19/10 5:05,Iws,16.1
8/19/10 5:19,Iprec,0
8/19/10 5:19,PM_USPost,102
8/19/10 5:51,PRES,1011
8/19/10 6:00,cbwd,NW
8/19/10 6:09,HUMI,94
8/19/10 6:13,PRES,1011
8/19/10 6:15,TEMP,22
8/19/10 6:16,cbwd,NW
8/19/10 6:20,Iprec,0
8/19/10 6:22,cbwd,NW
8/19/10 6:27,Iprec,0
8/19/10 6:28,DEWP,21
8/19/10 6:29,Iws,17.89
8/19/10 6:56,DEWP,21
8/19/10 6:57,PRES,1011
8/19/10 6:57,Iws,9.84
8/19/10 6:59,PRES,1012
8/19/10 7:05,TEMP,23
8/19/10 7:21,precipitation,0
8/19/10 7:29,cbwd,NW
8/19/10 7:31,TEMP,23
8/19/10 7:33,Iws,12.97
8/19/10 7:50,DEWP,22
8/19/10 7:57,PM_USPost,93
8/19/10 8:08,DEWP,21
8/19/10 8:16,precipitation,0
8/19/10 8:17,cbwd,NW
8/19/10 8:24,Iws,21.02
8/19/10 8:32,HUMI,94
8/19/10 8:41,HUMI,88
8/19/10 8:43,PM_USPost,102
8/19/10 8:46,PRES,1013
8/19/10 9:05,PM_USPost,78
8/19/10 9:06,Iprec,0
8/19/10 9:08,precipitation,0
8/19/10 9:18,TEMP,24
8/19/10 9:19,DEWP,21
8/19/10 9:21,Iprec,0
8/19/10 9:53,TEMP,26
8/19/10 9:56,cbwd,NW
8/19/10 10:02,PM_USPost,100
8/19/10 10:06,HUMI,83
8/19/10 10:08,PRES,1012
8/19/10 10:21,TEMP,24
8/19/10 10:35,precipitation,0
8/19/10 10:54,PM_USPost,100
8/19/10 10:59,precipitation,0
8/19/10 10:59,HUMI,83
8/19/10 11:01,Iws,22.81
8/19/10 11:03,Iprec,0
8/19/10 11:09,precipitation,0
8/19/10 11:11,cbwd,NW
8/19/10 11:12,PRES,1012
8/19/10 11:32,PM_USPost,93
8/19/10 11:41,Iws,0.89
8/19/10 11:45,Iprec,0
8/19/10 11:46,Iws,25.94
8/19/10 11:52,HUMI,73
8/19/10 12:25,precipitation,0
8/19/10 12:41,precipitation,0
8/19/10 13:00,PM_USPost,75
8/19/10 13:05,HUMI,74
8/19/10 13:05,Iws,27.73
8/19/10 13:21,cbwd,NW
8/19/10 13:23,Iprec,0
8/19/10 13:26,Iprec,0
8/19/10 13:32,TEMP,28
8/19/10 13:33,DEWP,21
8/19/10 13:37,cbwd,cv
8/19/10 13:43,DEWP,21
8/19/10 13:54,precipitation,0
8/19/10 14:23,TEMP,28
8/19/10 14:40,cbwd,SE
8/19/10 14:41,DEWP,22
8/19/10 14:43,PRES,1012
8/19/10 14:54,HUMI,65
8/19/10 15:08,Iprec,0
8/19/10 15:22,Iws,1.79
8/19/10 15:30,PM_USPost,123
8/19/10 15:42,HUMI,69
8/19/10 15:42,PRES,1012
8/19/10 15:43,Iws,3.58
8/19/10 15:44,TEMP,27
8/19/10 15:46,cbwd,SE
8/19/10 15:50,DEWP,21
8/19/10 16:02,Iws,10.29
8/19/10 16:15,TEMP,28
8/19/10 16:22,PRES,1012
8/19/10 16:22,Iprec,0
8/19/10 16:37,PM_USPost,124
8/19/10 16:47,PM_USPost,129
8/19/10 16:47,TEMP,27
8/19/10 17:03,PRES,1012
8/19/10 17:12,HUMI,83
8/19/10 17:25,Iws,8.5
8/19/10 17:30,precipitation,0
8/19/10 17:36,PRES,1012
8/19/10 17:44,PM_USPost,121
8/19/10 17:47,Iprec,0
8/19/10 18:00,DEWP,22
8/19/10 18:01,TEMP,25
8/19/10 18:04,DEWP,22
8/19/10 18:05,DEWP,22
8/19/10 18:06,precipitation,0
8/19/10 18:21,HUMI,69
8/19/10 18:24,DEWP,23
8/19/10 18:45,HUMI,74
8/19/10 18:46,precipitation,0
8/19/10 18:48,Iws,0.89
8/19/10 18:53,PM_USPost,134
8/19/10 19:12,Iprec,0
8/19/10 19:14,Iprec,0
8/19/10 19:25,PRES,1013
8/19/10 19:26,PM_USPost,137
8/19/10 19:39,PM_USPost,154
8/19/10 19:45,HUMI,83
8/19/10 19:46,PRES,1012
8/19/10 19:50,precipitation,0
8/19/10 19:51,cbwd,NE
8/19/10 20:03,PM_USPost,210
8/19/10 20:22,TEMP,26
8/19/10 20:25,cbwd,cv
8/19/10 20:35,Iprec,0
8/19/10 20:37,PRES,1013
8/19/10 20:38,Iws,1.79
8/19/10 20:47,Iws,0.89
8/19/10 20:55,HUMI,83
8/19/10 21:08,precipitation,0
8/19/10 21:10,Iprec,0
8/19/10 21:34,TEMP,25
8/19/10 21:35,cbwd,cv
8/19/10 21:42,TEMP,24
8/19/10 22:02,cbwd,NE
8/19/10 22:04,PRES,1014
8/19/10 22:16,DEWP,22
8/19/10 22:27,precipitation,0
8/19/10 22:30,HUMI,88
8/19/10 22:46,Iws,0.89
8/19/10 23:23,precipitation,0
8/19/10 23:24,HUMI,88
8/19/10 23:28,PM_USPost,195
8/19/10 23:33,PRES,1014
8/19/10 23:46,DEWP,22
8/19/10 23:54,HUMI,88
8/20/10 0:01,DEWP,22
8/20/10 0:02,PRES,1014
8/20/10 0:05,Iprec,0
8/20/10 0:08,TEMP,24
8/20/10 0:18,Iws,1.79
8/20/10 0:30,Iws,0.89
8/20/10 0:31,PRES,1014
8/20/10 0:39,precipitation,0
8/20/10 0:46,cbwd,SE
8/20/10 0:59,Iprec,0
8/20/10 1:03,PM_USPost,152
8/20/10 1:03,Iprec,0
8/20/10 1:21,TEMP,24
8/20/10 1:24,PRES,1014
8/20/10 1:26,PM_USPost,154
8/20/10 1:31,precipitation,0
8/20/10 1:42,HUMI,88
8/20/10 1:50,Iws,0.89
8/20/10 1:56,cbwd,cv
8/20/10 2:10,HUMI,88
8/20/10 2:26,PM_USPost,126
8/20/10 2:31,TEMP,24
8/20/10 2:33,Iws,0.89
8/20/10 2:34,Iprec,0
8/20/10 2:44,Iprec,0
8/20/10 2:55,Iws,0.89
8/20/10 2:58,DEWP,22
8/20/10 3:06,cbwd,NW
8/20/10 3:09,PRES,1015
8/20/10 3:18,Iprec,0
8/20/10 3:20,PM_USPost,165
8/20/10 3:29,Iws,1.79
8/20/10 3:32,Iws,0.89
8/20/10 3:37,cbwd,NW
8/20/10 3:45,Iprec,0
8/20/10 3:51,HUMI,94
8/20/10 3:51,cbwd,NE
8/20/10 3:54,DEWP,22
8/20/10 4:01,DEWP,22
8/20/10 4:03,PRES,1014
8/20/10 4:06,precipitation,0
8/20/10 4:19,Iws,4.92
8/20/10 4:23,precipitation,0
8/20/10 4:37,HUMI,88
8/20/10 4:52,cbwd,NW
8/20/10 4:53,cbwd,cv
8/20/10 4:55,precipitation,0
8/20/10 4:55,TEMP,24
8/20/10 5:11,precipitation,0
8/20/10 5:22,Iprec,0
8/20/10 5:27,Iprec,0
8/20/10 5:36,Iws,8.05
8/20/10 5:40,TEMP,23
8/20/10 5:45,TEMP,23
8/20/10 6:04,PM_USPost,119
8/20/10 6:12,HUMI,94
8/20/10 6:17,TEMP,25
8/20/10 6:23,PM_USPost,121
8/20/10 6:30,HUMI,83
8/20/10 6:31,DEWP,22
8/20/10 6:39,DEWP,21
8/20/10 6:41,TEMP,23
8/20/10 6:58,HUMI,94
8/20/10 7:06,HUMI,88
8/20/10 7:23,cbwd,NW
8/20/10 7:31,PRES,1015
8/20/10 7:32,HUMI,78
8/20/10 7:46,PM_USPost,88
8/20/10 7:59,DEWP,23
8/20/10 8:00,PM_USPost,79
8/20/10 8:04,Iprec,0
8/20/10 8:10,cbwd,NW
8/20/10 8:11,PRES,1015
8/20/10 8:18,DEWP,22
8/20/10 8:32,precipitation,0
8/20/10 8:35,PRES,1015
8/20/10 8:41,TEMP,27
8/20/10 8:45,HUMI,69
8/20/10 8:57,precipitation,0
8/20/10 9:02,Iws,16.99
8/20/10 9:09,PM_USPost,65
8/20/10 9:44,Iprec,0
8/20/10 9:49,DEWP,22
8/20/10 10:13,cbwd,cv
8/20/10 10:20,HUMI,58
8/20/10 10:30,PRES,1015
8/20/10 10:38,precipitation,0
8/20/10 10:45,precipitation,0
8/20/10 11:12,DEWP,22
8/20/10 11:29,TEMP,31
8/20/10 11:36,Iprec,0
8/20/10 11:44,Iprec,0
8/20/10 11:56,PRES,1015
8/20/10 11:57,Iprec,0
8/20/10 12:02,Iws,2.68
8/20/10 12:08,TEMP,30
8/20/10 12:18,DEWP,23
8/20/10 12:20,HUMI,62
8/20/10 12:21,DEWP,21
8/20/10 12:22,precipitation,0
8/20/10 12:30,Iws,1.79
8/20/10 12:55,PRES,1014
8/20/10 13:01,TEMP,32
8/20/10 13:12,precipitation,0
8/20/10 13:22,PM_USPost,79
8/20/10 13:33,Iprec,0
8/20/10 13:43,PRES,1013
8/20/10 13:44,cbwd,SE
8/20/10 13:48,PRES,1013
8/20/10 13:58,Iws,3.58
8/20/10 14:05,cbwd,SE
8/20/10 14:09,DEWP,21
8/20/10 14:32,PRES,1014
8/20/10 15:02,PM_USPost,146
8/20/10 15:10,cbwd,SE
8/20/10 15:13,HUMI,52
8/20/10 15:24,PRES,1012
8/20/10 15:27,PM_USPost,116
8/20/10 15:32,Iprec,0
8/20/10 15:36,precipitation,0
8/20/10 15:38,Iws,5.37
8/20/10 15:44,Iws,9.39
8/20/10 15:44,HUMI,58
8/20/10 15:56,TEMP,29
8/20/10 16:21,PM_USPost,151
8/20/10 16:30,cbwd,SE
8/20/10 16:46,Iprec,0
8/20/10 16:47,TEMP,31
8/20/10 17:05,HUMI,66
8/20/10 17:10,PM_USPost,144
8/20/10 17:13,HUMI,65
8/20/10 17:15,DEWP,23
8/20/10 17:15,TEMP,27
8/20/10 17:28,Iprec,0
8/20/10 17:32,precipitation,0
8/20/10 17:44,TEMP,30
8/20/10 17:48,PRES,1012
8/20/10 17:52,PM_USPost,138
8/20/10 17:57,TEMP,28
8/20/10 17:57,Iws,17.43
8/20/10 18:00,precipitation,0
8/20/10 18:01,cbwd,SE
8/20/10 18:02,Iprec,0
8/20/10 18:03,DEWP,23
8/20/10 18:06,PRES,1013
8/20/10 18:13,Iws,13.41
8/20/10 18:20,PRES,1012
8/20/10 18:22,precipitation,0
8/20/10 18:27,DEWP,23
8/20/10 18:28,HUMI,74
8/20/10 18:36,DEWP,22
8/20/10 18:45,Iws,23.69
8/20/10 18:47,HUMI,83
8/20/10 19:10,TEMP,25
8/20/10 19:15,cbwd,SE
8/20/10 19:26,precipitation,0
